# X , Y , E , DX
1
0.0650345,0.289759,0.00315141,0.00120702
0.0660276,0.290556,0.0031199,0.00120996
0.0670206,0.297503,0.00313311,0.00121325
0.0680137,0.292986,0.00307986,0.00121733
0.0690067,0.293364,0.00305992,0.001221
0.0699998,0.295481,0.00304094,0.00122376
0.0709928,0.29466,0.00300418,0.00122749
0.0719859,0.293262,0.00297929,0.00123133
0.0729789,0.292536,0.00296934,0.00123492
0.0739719,0.295996,0.0029477,0.00123863
0.074965,0.29174,0.00290732,0.00124193
0.075958,0.297179,0.00291751,0.00124613
0.0769511,0.290262,0.00286003,0.0012506
0.0779441,0.298964,0.00289874,0.00125408
0.0789372,0.292551,0.0028283,0.00125805
0.0799302,0.298981,0.00283774,0.00126212
0.0809232,0.302161,0.00283558,0.00126571
0.0819163,0.301178,0.00282091,0.00126986
0.0829093,0.298434,0.00279061,0.00127398
0.0839024,0.29612,0.00275828,0.00127769
0.0848954,0.299798,0.00275135,0.00128135
0.0858885,0.298372,0.00276471,0.00128551
0.0868815,0.295943,0.00270775,0.00128952
0.0878746,0.296299,0.00269859,0.00129397
0.0888676,0.297438,0.00266761,0.00129807
0.0898606,0.297039,0.00269395,0.00130206
0.0908537,0.30041,0.00266679,0.00130714
0.0918467,0.299891,0.00263395,0.00131134
0.0928398,0.303535,0.00264168,0.0013151
0.0938328,0.29332,0.00258679,0.00131951
0.0948259,0.300149,0.00260164,0.00132387
0.0958189,0.30041,0.00258975,0.00132841
0.096812,0.299808,0.00256102,0.00133305
0.097805,0.296139,0.00254803,0.00133762
0.098798,0.30168,0.00254724,0.00134242
0.0997911,0.302499,0.002541,0.00134692
0.100784,0.30137,0.00252117,0.00135112
0.101777,0.300137,0.00250163,0.0013556
0.10277,0.299232,0.00248918,0.00136038
0.103763,0.301432,0.00248588,0.00136511
0.104756,0.302491,0.00248929,0.00137024
0.105749,0.302661,0.00245675,0.00137465
0.106742,0.299691,0.00244765,0.00137904
0.107735,0.296424,0.00242089,0.00138438
0.108728,0.295174,0.00239053,0.00138874
0.109722,0.296503,0.00240558,0.00139355
0.110715,0.298774,0.00240563,0.00139905
0.111708,0.295735,0.00236631,0.00140357
0.112701,0.296639,0.00237343,0.00140812
0.113694,0.296418,0.00235554,0.00141386
0.114687,0.296383,0.00236542,0.00141959
0.11568,0.29424,0.00235158,0.00142458
0.116673,0.304827,0.00240575,0.00142993
0.117666,0.298416,0.00238971,0.00143563
0.118659,0.292229,0.00237252,0.00144151
0.119652,0.30313,0.00242156,0.00144732
0.120645,0.296041,0.00241314,0.00145275
0.121638,0.293598,0.00240339,0.00145851
0.122631,0.290278,0.00240776,0.00146397
0.123624,0.291743,0.00244228,0.00146963
0.124617,0.300419,0.00250579,0.00147545
0.12561,0.288133,0.00247861,0.00148033
0.126603,0.29137,0.00254176,0.00148591
0.127596,0.288966,0.00255223,0.00149235
0.128589,0.291749,0.00261923,0.00149858
0.129582,0.288287,0.00262706,0.00150471
0.130575,0.288198,0.00268539,0.00151037
0.131568,0.293954,0.00276378,0.00151622
0.132562,0.28918,0.00279716,0.00152249
0.133555,0.283638,0.0027964,0.00152787
0.134548,0.287812,0.002914,0.00153367
0.135541,0.282531,0.00292188,0.00153905
0.136534,0.288586,0.00303879,0.00154386
0.137527,0.282924,0.00306078,0.00155009
0.13852,0.282905,0.00310197,0.0015553
0.139513,0.281176,0.00317739,0.00156032
0.140506,0.279924,0.00321996,0.00156586
0.141499,0.287323,0.00333543,0.00157157
0.142492,0.280825,0.0033778,0.00157803
0.143485,0.282802,0.00344456,0.00158311
0.144478,0.280961,0.0035297,0.00158832
0.145471,0.276091,0.00353647,0.00159446
0.146464,0.278082,0.00368389,0.00160069
0.147457,0.27805,0.00369726,0.00160653
0.14845,0.27841,0.00379969,0.00161235
0.149443,0.271417,0.00385036,0.00161835
0.150436,0.285729,0.0040593,0.00162495
0.151429,0.273222,0.004008,0.00163197
0.152422,0.276144,0.00421097,0.00163842
0.153415,0.273786,0.00430415,0.00164425
0.154409,0.272386,0.0044059,0.00165034
0.155402,0.267732,0.00446381,0.00165693
0.156395,0.273324,0.00469542,0.00166358
0.157388,0.265444,0.00473395,0.00166983
0.158381,0.259421,0.00489693,0.00167564
0.159374,0.266305,0.00515898,0.00168273
0.160367,0.264616,0.00536867,0.00168997
0.16136,0.265874,0.00575817,0.00169677
0.162353,0.274572,0.00585026,0.00170508
0.163346,0.25152,0.00595066,0.00171235
0.164339,0.27111,0.00654884,0.00171846
0.165332,0.272062,0.00707456,0.00172621
0.166325,0.262801,0.00751272,0.00173464
0.167318,0.258412,0.00821539,0.00174087
0.168311,0.273649,0.00896688,0.00174919
0.169304,0.259719,0.00967338,0.00175884
0.170297,0.257074,0.01021,0.00176728
0.17129,0.261659,0.0122279,0.00177674
0.172283,0.240297,0.0117809,0.00178383
0.173276,0.253769,0.0130038,0.00179101
0.174269,0.263815,0.0171855,0.00180074
0.175262,0.274932,0.0207971,0.00180971
0.176255,0.274108,0.0165564,0.00181793
0.177249,0.26973,0.0199679,0.00182803
0.178242,0.241612,0.02119,0.00183753
0.179235,0.213884,0.0189558,0.00184367
0.180228,0.295305,0.0238763,0.0018512
0.181221,0.297174,0.0227196,0.00186128
0.182214,0.27025,0.0244648,0.00187028
0.183207,0.253532,0.0285348,0.00187944
0.1842,0.243446,0.0262676,0.001888
0.185193,0.251544,0.0284082,0.00189496
0.186186,0.226923,0.0375323,0.00190168
0.187179,0.215486,0.0350312,0.00190953
0.188172,0.281439,0.046801,0.00191901
0.189165,0.227421,0.0449509,0.00193044
0.190158,0.288124,0.0613565,0.00194018
0.191151,0.230503,0.0659454,0.001947
0.192144,0.0975507,0.0503253,0.000975126
0.193137,0,0,0
0.19413,0,0,0
0.195123,0,0,0
0.196116,0,0,0
0.197109,0,0,0
0.198102,0,0,0
0.199095,0,0,0
